Artikelnummer;Artikelname;Länge;Breite;Höhe;Artikelgewicht;Farbe
4932459084;Wasserwaage REDSTICK Compact 100 cm lang Milwaukee;101,5;2,5;5,2;0,98;6788FF
4932459086;Wasserwaage REDSTICK Compact 120 cm lang Milwaukee;121,8;2,6;5,7;1,17;6789FF
4932459088;Wasserwaage REDSTICK Compact 180 cm lang Milwaukee;3,5;183,2;6;1,94;6790FF
4932459681;Ersatz-Endkappen für REDSTICK Compact-Wasserwaagen Milwaukee;6,9;3,2;14,4;0,05;6791FF
4932459893;Wasserwaage REDSTICK Beton 60 cm lang Milwaukee;10,2;66,2;6;1,18;6792FF
4932478897;Wasserwaage Slim 20 cm magnetisch Milwaukee;2;20;5;0,16;6793FF
4932464854;Wasserwaage Slim 40 cm lang magnetisch Milwaukee;40;5,2;2,6;0,26;6794FF
4932464855;Wasserwaage Slim 60 cm lang magnetisch Milwaukee;2;60;5,1;0,36;6795FF
4932464856;Wasserwaage Slim 100 cm lang magnetisch Milwaukee;75,5;1,6;2,6;0,56;6796FF
4932464857;Wasserwaage Slim 180 cm lang magnetisch Milwaukee;180;2;5;0,99;6797FF
4932472091;Wasserwaage Slim 20 cm lang Milwaukee;5;20;2,5;0,14;6798FF
4932459090;Wasserwaage Slim 40 cm lang Milwaukee;5;2,3;40;0,23;6799FF
4932459091;Wasserwaage Slim 60 cm lang Milwaukee;5;60;2;0,32;6800FF
4932459092;Wasserwaage Slim 80 cm lang Milwaukee;80;2;5;0,42;6801FF
4932459093;Wasserwaage Slim 100 cm lang Milwaukee;100;5,1;2,1;0,51;6802FF
4932459094;Wasserwaage Slim 120 cm lang Milwaukee;120;5,2;2,6;0,63;6803FF
4932459095;Wasserwaage Slim 180 cm lang Milwaukee;180;2;5;0,9;6804FF
4932459590;Wasserwaage Slim 200 cm lang Milwaukee;200;5;2;0,98;6805FF
4932478565;Wasserwaage Doppel-T-Profil 60 cm magnetisch Milwaukee;61;3;6;0,62;6806FF
4932478566;Wasserwaage Doppel-T-Profil 120 cm magnetisch Milwaukee;5,6;2,5;122;1,19;6807FF
4932478567;Wasserwaage Doppel-T-Profil 200 cm magnetisch Milwaukee;10;199;10;2,34;6808FF
4932459098;Wasserwaage REDCAST Gusseisen 60 cm lang Milwaukee;5;60;2,5;0,72;6809FF
4932459099;Wasserwaage REDCAST Gusseisen 80 cm lang Milwaukee;7;5;8;0,86;6810FF
4932459097;Wasserwaage Torpedo kompakt 45° 17 cm lang magnetisch Milwaukee;26,7;2,1;8,8;0,19;6811FF
4932498742;Wasserwaage Torpedo LED 23 cm lang magnetisch Milwaukee;6,2;2,5;25,7;0,26;6812FF
4932498716;Wasserwaage  Torpedo Base 45° 25 cm lang magnetisch Milwaukee;8;1,6;28;0,21;6813FF
4932459597;Wasserwaage Pocket 360° magnetisch Milwaukee;3;11;12,5;0,17;6814FF
4932472122;Kompakt-Torpedo Wasserwaage 7,6 cm lang Milwaukee;12,6;11,1;2,9;0,16;6815FF
4932459100;Wasserwaage Minibox 10 cm lang Milwaukee;10;5;2;0,08;6816FF
4932471634;Schlagschnur 30 m Schnurlänge Milwaukee;25,3;15,9;9,7;0,6;6817FF
4932471635;Schlagschnur 45 m Schnurlänge Milwaukee;28,5;17,3;9,4;0,68;6818FF
4932471636;Ersatz-Schlagschnur 30 m Schnurlänge Milwaukee;12,9;4,9;23,9;0,12;6819FF
4932471637;Ersatz-Schlagschnur 45 m Schnurlänge Milwaukee;22;12;6;0,17;6820FF
4932498390;Schlagschnur mit roter Kreide 30 m  Schnurlänge, feine Linie Milwaukee;24;9;23;0,46;6821FF
4932498391;Schlagschnur mit roter Kreide 30 m  Schnurlänge, breite Linie Milwaukee;24;9;23;0,34;6822FF
4932493814;Schlagschnur mit blauer Kreide 30 m  Schnurlänge, feine Linie Milwaukee;24;9;23;0,44;6823FF
4932493815;Schlagschnur mit blauer Kreide 30 m  Schnurlänge, breite Linie Milwaukee;24;9;23;0,34;6824FF
4932498718;Zimmermannswinkel 20x30 cm, metrisch Milwaukee;20,5;30,5;0,4;0,21;6825FF
4932472126;Zimmermannswinkel 40 x 60 cm, metrisch Milwaukee;43,9;61,6;2,3;0,48;6826FF
4932472125;"Zimmermannswinkel 16 x 24 "", imperial Milwaukee";63;45;4;0,48;6827FF
4932472124;Anschlagwinkeldreieck 18 cm, metrisch Milwaukee;24,4;18,5;3;0,22;6828FF
4932498717;Anschlagwinkeldreieck 30 cm, metrisch Milwaukee;30;30;2,2;0,52;6829FF
4932472123;Anschlagwinkeldreieck imperial Milwaukee;13;13;11;0,22;6830FF
48223100;INKZALL feiner Permanentmarker schwarz Milwaukee;2;1,4;13,6;0,02;6831FF
48223170;INKZALL feiner Permanentmarker rot Milwaukee;13,5;1,6;1,6;0,01;6832FF
4932492126;INKZALL feiner Permanentmarker blau Milwaukee;14,1;10,5;14,1;0,01;6833FF
4932492127;INKZALL feiner Permanentmarker grün Milwaukee;22,4;10,5;14,2;0,01;6834FF
48223101;INKZALL feiner Permanentmarker Stylus schwarz Milwaukee;23,5;7;2;0,03;6835FF
48223154;INKZALL Feine Marker schwarz Milwaukee;9,9;17,4;1,7;0,05;6836FF
48223106;"INKZALL Permanentmarker Set 4-teilig feine Spitze; schwarz, rot, blau, grün Milwaukee";8,3;10,7;1,9;0,06;6837FF
4932480551;INKZALL Permanentmarker Set 4-teilig feine Spitze: schwarz Milwaukee;18,2;1;11,6;0,06;6838FF
48223103;INKZALL Permanentmarker Keilspitze schwarz Milwaukee;18,1;6,9;2,5;0,03;6839FF
4932471554;INKZALL Permanentmarker Keilspitze L schwarz 3er Pack Milwaukee;12;19,5;2;0,11;6840FF
4932471555;INKZALL Permanentmarker Keilspitze L schwarz Milwaukee;1,5;1,5;8;0,04;6841FF
4932471556;INKZALL Permanentmarker Keilspitze L rot Milwaukee;2,5;3;13,5;0,03;6842FF
4932471557;INKZALL Permanentmarker Keilspitze L blau Milwaukee;14;3;3;0,03;6843FF
4932471558;INKZALL Permanentmarker Keilspitze XL schwarz Milwaukee;21;6,2;4,3;0,06;6844FF
4932471559;INKZALL Permanentmarker Keilspitze XL schwarz Milwaukee;14;3;3;0,05;6845FF
4932471560;INKZALL Permanentmarker Keilspitze XL rot Milwaukee;14;3;3,3;0,05;6846FF
4932471561;INKZALL Permanentmarker Keilspitze XL blau Milwaukee;3;3,5;14,1;0,04;6847FF
48223711;INKZALL Lackmarker weiß, permanent Milwaukee;2,5;15,5;2,5;0,03;6848FF
48223721;INKZALL Lackmarker gelb, permanent Milwaukee;15,3;2,1;2,1;0,02;6849FF
48223731;INKZALL Lackmarker schwarz, permanent Milwaukee;15,2;2,5;1,5;0,03;6850FF
4932492144;INKZALL Lackmarker blau, permanent Milwaukee;1,5;15,5;1,5;0,03;6851FF
4932492143;INKZALL Lackmarker rot, permanent Milwaukee;1,5;15,5;1,5;0,03;6852FF
48223201;INKZALL Leuchtmarker gelb Milwaukee;18,1;2;12,1;0,07;6853FF
48223206;INKZALL Leuchtmarker Set 5-teilig blau, grün, gelb, orange, pink Milwaukee;11,9;17,9;2,2;0,06;6854FF
48223164;INKZALL Fineliner schwarz Milwaukee;1,9;8,9;17,4;0,04;6855FF
48223165;INKZALL Fineliner 2x schwarz, rot, blau Milwaukee;17,5;0,9;1,8;0,04;6856FF
4932471356;FASTBACK Universal-Klappmesser kompakt Milwaukee;21;2;8,5;0,12;6857FF
4932471357;FASTBACK Universal-Klappmesser  Milwaukee;1;23,5;8;0,13;6858FF
4932471358;FASTBACK Universal-Klappmesser  Milwaukee;1,5;23,5;10;0,14;6859FF
4932492454;"Fastback 5-in-1 Klappmesser  mit integriertem 1/4"" Hex-Bithalter Milwaukee";24,5;9,5;2,5;0,17;6860FF
4932478559;"FASTBACK 6-in-1 Universal-Klappmesser mit integriertem 1/4"" Hex-Bithalter Milwaukee";23,5;1,5;9,5;0,16;6861FF
48221990;FASTBACK Klappmesser  Milwaukee;9;24,7;2,3;0,15;6862FF
4932492375;FASTBACK Camo Klappmesser  Milwaukee;2;24,5;8;0,12;6863FF
4932478560;Kompakt-Klappmesser  Milwaukee;24,5;8;2;0,1;6864FF
4932492661;Kompakt-Klappmesser im Thekendisplay Milwaukee;2,1;3,5;9,7;0,08;6865FF
4932464828;Universal-Messer mit feststehender Klinge  Milwaukee;9,3;31,9;3,4;0,23;6866FF
4932464829;Messer mit Hawkbill-Klinge  Milwaukee;11;4;32,5;0,22;6867FF
4932492452;HARDLINE Premium-Klappmesser 65 mm Klingenlänge Milwaukee;1,5;10;23,5;0,14;6868FF
48221994;HARDLINE Premium-Klappmesser 75 mm Klingenlänge Milwaukee;26,1;10;1,9;0,18;6869FF
48221998;HARDLINE Premium-Klappmesser 75 mm Klingenlänge mit partiellem Wellenschliff Milwaukee;26,1;9,9;2,2;0,18;6870FF
4932492453;HARDLINE Premium-Klappmesser 85 mm Klingenlänge Milwaukee;2;10;29;0,23;6871FF
4932464830;HARDLINE Premium-Messer mit feststehender Klinge Milwaukee;4,8;11,5;33,3;0,38;6872FF
4932471361;Universalmesser feststehende Trapezklinge Milwaukee;29;9,1;3,5;0,1;6873FF
4932478561;Kompakt-Universalmesser  Milwaukee;2,5;8,9;19;0,08;6874FF
4932492379;Kompakt-Universalmesser  Milwaukee;8,9;19;2,2;0,1;6875FF
4932471359;Universalmesser inkl. 5 Klingen Milwaukee;25;10;3;0,13;6876FF
4932492378;Universalmesser inkl. 5 Klingen Milwaukee;8,9;24,4;2,7;0,13;6877FF
4932471360;Sicherheitsmesser selbsteinziehend Milwaukee;5;9,5;25,5;0,12;6878FF
48221950;Trapezklingen Großpack 50 x Universal-Trapezklingen 62x19 mm Milwaukee;18,5;10;3;0,24;6879FF
48221905;Trapezklingen 5 x Universal-Trapezklingen 62x19 mm Milwaukee;14,9;4,8;0,7;0,02;6880FF
48221952;Hakenklingen Großpack 50 x Hakenklingen 62x19 mm Milwaukee;18,3;10;3,4;0,2;6881FF
48221934;Trapezklingen gerundet 5 x Trapezklinge 62x19 mm Milwaukee;14,9;4,8;0,7;0,02;6882FF
48221960;Cuttermesser 9 mm Milwaukee;19,2;2,2;7,7;0,05;6883FF
48221961;Cuttermesser 18 mm Milwaukee;21,6;7,7;2,6;0,1;6884FF
48221962;Cuttermesser 25 mm Milwaukee;9;2,8;25,7;0,17;6885FF
48229109;Abbrechklinge 9 mm Nachfüllpack für Cuttermesser Milwaukee;8;4,8;12,4;0,03;6886FF
4932480106;Abbrechklinge 9 mm silber Nachfüllpack für Cuttermesser Milwaukee;1,5;4,5;12,5;0,03;6887FF
48229118;Abbrechklinge 18 mm Nachfüllpack für Cuttermesser Milwaukee;4,5;4,5;14,5;0,09;6888FF
4932480107;Abbrechklinge 18 mm silber Nachfüllpack für Cuttermesser Milwaukee;14,7;4,5;1,3;0,08;6889FF
48229125;Abbrechklinge 25 mm Nachfüllpack für Cuttermesser Milwaukee;4,5;5,5;18;0,19;6890FF
4932480108;Abbrechklinge 25 mm silber Nachfüllpack für Cuttermesser Milwaukee;5,5;1;18;0,18;6891FF
4932478562;Messerschärfer  Milwaukee;24,5;10,6;18,7;0,05;6892FF
48220212;PVC Handsäge  Milwaukee;42,8;13,8;3,6;0,36;6893FF
48220222;Ersatz-Sägeblatt für PVC Handsäge Milwaukee;33,8;7,6;0,1;0,15;6894FF
48220012;Kompakt Hand-Bügelsäge 250 mm Milwaukee;11,3;36,8;3,8;0,26;6895FF
4932500041;Kompakt Hand-Bügelsäge 250 mm Milwaukee;11,3;36,8;3,8;0,26;6896FF
48220305;Jabsaw klappbar inkl. Metall Säbelsägeblatt 150 mm/18 TPI Milwaukee;33,5;4,2;10,8;0,22;6897FF
4932492812;Jabsaw klappbar inkl. Trockenbau Säbelsägeblatt 150 mm / 8 TPI Milwaukee;16,5;7;4;0,25;6898FF
48220050;Hand-Bügelsäge 300 mm Milwaukee;39,7;16,3;3,4;0,76;6899FF
4932493923;Metall-Sägeblatt 300 mm (12?) / 24   Milwaukee;3,9;1,2;38,4;0,19;6900FF
4932479783;Jab Saw 150 mm Klinge Milwaukee;10;16;3;0,16;6901FF
4932479784;Trockenbau Handwerkzeug-Set 2-teilig Milwaukee;20,5;35,5;4;0,61;6902FF
4932479409;Arbeitsschere gerade 230 mm Milwaukee;11,7;2;29,9;0,2;6903FF
4932479410;Arbeitsschere ergonomisch 240 mm Milwaukee;24;7;2;0,24;6904FF
4932478620;Elektrikerschere  Milwaukee;1;18;25;0,21;6905FF
48224510;Blechschere links Milwaukee;3;9,5;30,2;0,42;6906FF
4932499011;Blechschere links Milwaukee;11;2,3;32,9;0,44;6907FF
48224512;Blechschere gebogen links für durchlaufende Schnitte Milwaukee;29,9;10;4,3;0,44;6908FF
4932499013;Blechschere gebogen links für durchlaufende Schnitte Milwaukee;11;2,3;32,9;0,48;6909FF
48224520;Blechschere rechts Milwaukee;30,5;9,5;2,8;0,42;6910FF
4932499014;Blechschere rechts Milwaukee;11;2,3;32,9;0,44;6911FF
48224522;Blechschere gebogen rechts für durchlaufende Schnitte Milwaukee;30,3;9,5;4,1;0,43;6912FF
4932499016;Blechschere gebogen rechts für durchlaufende Schnitte Milwaukee;11;2,3;32,9;0,47;6913FF
4932499017;Blechscheren-Set gebogen 2-teilig Milwaukee;20;3,3;32,9;0,95;6914FF
48224530;Blechschere gerade Milwaukee;30,1;9,5;2,3;0,42;6915FF
4932499018;Blechschere gerade Milwaukee;11;2,3;32,9;0,43;6916FF
48224532;Blechschere gebogen gerade für durchlaufende Schnitte Milwaukee;30,3;9,6;4,1;0,46;6917FF
4932499019;Blechschere gebogen gerade für durchlaufende Schnitte Milwaukee;11;2,3;32,9;0,48;6918FF
48224533;Blechschere Promo-Set 3-teilig Milwaukee;30,5;27,1;3;1,26;6919FF
4932499020;Blechscheren-Set gerade 3-teilig Milwaukee;29;2,3;32,9;1,28;6920FF
4932499010;Blechschere extrakurz gerade Milwaukee;11;2,3;32,9;0,43;6921FF
48224538;Blechschere lang seitlich abgesetzt Milwaukee;30,1;12,1;3,9;0,46;6922FF
4932499022;Blechschere lang seitlich abgesetzt Milwaukee;11;2,3;32,9;0,52;6923FF
48224537;Blechschere lang gerade Milwaukee;34,4;9,7;2,9;0,5;6924FF
4932499021;Blechschere lang gerade Milwaukee;11;2,3;32,9;0,5;6925FF
48229250;Mini-Rohrabschneider 3-15 mm Milwaukee;10;9,9;2,7;0,14;6926FF
48229258;Mini-Rohrabschneider 3-22 mm Milwaukee;3;11,7;14,1;0,16;6927FF
48229251;Mini-Rohrabschneider 3-28 mm Milwaukee;14,9;12,4;3,1;0,24;6928FF
48229259;Constant HD Kupfer Rohrabschneider 3-28 mm Milwaukee;22,2;12,8;3,9;0,42;6929FF
4932500077;Constant HD Kupfer Rohrabschneider 3-28 mm Milwaukee;22,2;12,8;3,9;0,42;6930FF
48229252;Constant HD Kupfer Rohrabschneider 3,2-42 mm Milwaukee;24,8;12,4;4,3;0,6;6931FF
48229253;Constant HD Kupfer Rohrabschneider 16-67 mm Milwaukee;4,5;15;30,6;0,9;6932FF
4932499088;Constant HD Edelstahl Rohrabschneider 3-28 mm Milwaukee;7;4;19;0,41;6933FF
4932499089;Constant HD Edelstahl Rohrabschneider 3,2-42 mm Milwaukee;8,1;4,6;22,3;0,61;6934FF
4932499090;Constant HD Edelstahl Rohrabschneider 16-67 mm Milwaukee;10,6;4,6;27,3;0,9;6935FF
48224257;Entgraterklingen 3 Stück für Stift-Entgrater Milwaukee;9;9;0,3;0,01;6936FF
48224256;Ersatzschneidrad für Rohrabschneider für Kupfer Milwaukee;9,3;9;0,8;0,02;6937FF
48224255;Stift-Entgrater mit auswechselbarer Klinge Milwaukee;1,8;7;18,5;0,02;6938FF
48224202;Kunststoffrohrschneider 25 mm Milwaukee;10,4;3;26;0,27;6939FF
4932479407;Kunststoffrohrschneider 25 mm Milwaukee;29,4;3;10,5;0,27;6940FF
48224203;Ersatzmesser 25 mm für Kunststoffrohrschneider Milwaukee;11;5,5;1;0,01;6941FF
4932479408;Ersatzmesser 25 mm für Kunststoffrohrschneider Milwaukee;10,6;5,2;0,1;0,01;6942FF
4932464172;Kunststoffrohrschneider mit Ratschenfunktion 42 mm Milwaukee;13;4;31,5;0,59;6943FF
4932464173;Kunststoffrohrschneider mit Ratschenfunktion 63 mm Milwaukee;36,1;14,1;4,1;0,65;6944FF
48224211;Ersatzmesser 42 mm für Kunststoffrohrschneider mit Ratschenfunktion Milwaukee;15;16;0,7;0,12;6945FF
4932500046;Ersatzmesser 42 mm für Kunststoffrohrschneider mit Ratschenfunktion Milwaukee;15;16;0,7;0,12;6946FF
48224216;Ersatzmesser 63 mm für Kunststoffrohrschneider mit Ratschenfunktion Milwaukee;16,1;17,1;0,8;0,14;6947FF
48226104;Kabelschere 240 mm Milwaukee;30,3;10,3;3;0,46;6948FF
4932464827;"Bolzenschneider 14"" Milwaukee";13,8;39,4;3,7;1,13;6949FF
4932464826;"Bolzenschneider 24"" Milwaukee";18,2;67,5;4,8;2,92;6950FF
4932464850;"Bolzenschneider ausziehbar 14""/18"" Milwaukee";15;41;4,5;1,56;6951FF
4932464851;"Bolzenschneider ausziehbar 24 ""/30"" Milwaukee";70;5,5;2,1;3,95;6952FF
4932498721;Gewindeschneidsatz 38-teilig im PACKOUT Compact-Organiser Slim Milwaukee;32,5;21;4,1;2,64;6953FF
4932478249;"9"" Nageleisen schmale Schaufel 229 mm Milwaukee";0,7;2;18,9;0,25;6954FF
4932478250;"10"" Nageleisen schmale Schaufel 254 mm Milwaukee";31,7;7,9;2,6;0,38;6955FF
4932478251;"12"" Nageleisen schmale Schaufel 305 mm Milwaukee";8,2;36,8;2,8;0,56;6956FF
4932478252;"10"" Nageleisen breite Schaufel 254 mm Milwaukee";32;8;2;0,41;6957FF
4932478253;"12"" Nagel- und Brecheisen 305 mm Milwaukee";5;30;8;0,59;6958FF
4932478254;"15"" Nagel- und Brecheisen 381 mm Milwaukee";32;10;4,5;0,79;6959FF
4932492778;"21"" Nagel- und Brecheisen 525 mm Milwaukee";53,3;5;2,5;1,06;6960FF
4932478653;Stahl Klauenhammer gerade 450 g Milwaukee;3,5;13,9;33,2;0,76;6961FF
4932478654;Stahl Klauenhammer gerade 570 g Milwaukee;3,5;14,7;35;0,85;6962FF
4932478655;Stahl Klauenhammer gekröpft 450 g Milwaukee;33,1;12,5;3,7;0,77;6963FF
4932464028;"14""  Klauenhammer  Milwaukee";13,8;35,5;3,7;0,95;6964FF
4932478656;Stahl Klauenhammer gekröpft 570 g Milwaukee;35;14;4;0,84;6965FF
4932478657;Fiberglas Klauenhammer 450 g Milwaukee;13;34;0,3;0,67;6966FF
4932478658;Fiberglas Klauenhammer 570 g Milwaukee;35,5;9;3;0,79;6967FF
4932478659;Hickory Klauenhammer 450 g Milwaukee;43,3;18,6;5,2;0,67;6968FF
4932478660;Hickory Klauenhammer 570 g Milwaukee;8;33,8;2,4;0,88;6969FF
4932478661;Fiberglas Schlosserhammer 200 g Milwaukee;28,8;9,5;3,2;0,4;6970FF
4932478662;Fiberglas Schlosserhammer 300 g Milwaukee;3;29;11,5;0,47;6971FF
4932478663;Fiberglas Schlosserhammer 500 g Milwaukee;32,2;12;2,8;0,79;6972FF
4932478664;Fiberglas Schlosserhammer 800 g Milwaukee;14;36,5;5;1,24;6973FF
4932478665;Fiberglas Schlosserhammer 1000 g Milwaukee;13;36,5;4;1,33;6974FF
4932478666;Hickory Schlosserhammer 200 g Milwaukee;2,5;9,5;28,9;0,34;6975FF
4932478667;Hickory Schlosserhammer 300 g Milwaukee;10;25;29;0,52;6976FF
4932478668;Hickory Schlosserhammer 500 g Milwaukee;32,1;11,7;4,3;0,68;6977FF
4932478669;Hickory Schlosserhammer 800 g Milwaukee;38,8;16,8;6,3;1,06;6978FF
4932478670;Hickory Schlosserhammer 1000 g Milwaukee;5;36,5;15;1,3;6979FF
4932498304;Fiberglas Fäustel 0,91 kg Milwaukee;27,5;10;4;1,17;6980FF
4932478255;Fiberglas Fäustel 1,36 kg Milwaukee;28;9,3;4,3;1,66;6981FF
4932498305;Fiberglas Fäustel lang 1,13 kg Milwaukee;37,8;12,3;4,5;1,63;6982FF
4932498307;Fiberglas Fäustel lang 1,81 kg Milwaukee;35,8;14,3;5;2,26;6983FF
4932498306;Fiberglas Fäustel lang mit Spitzer Schlagfläche 1,13 kg Milwaukee;38;13,5;4,3;1,61;6984FF
4932498308;Fiberglas Fäustel lang mit Spitzer Schlagfläche 1,81 kg Milwaukee;38,5;16;5;2,29;6985FF
4932492346;Schlosserhammer, englische Form 450 g Milwaukee;10;32,5;3;0,93;6986FF
4932492347;Schlosserhammer, englische Form 680 g Milwaukee;11;35;4;1,15;6987FF
4932492348;Schlosserhammer, rückschlagfrei, englische Form 450 g Milwaukee;12;31;4;0,89;6988FF
4932492349;Schlosserhammer, rückschlagfrei, englische Form 900 g Milwaukee;34,5;13,5;5,2;1,48;6989FF
4932492350;Schonhammer, rückschlagfrei 800 g Milwaukee;10;33,5;4,3;0,91;6990FF
4932492351;Schonhammer, rückschlagfrei 1350 g Milwaukee;12;38;6;1,48;6991FF
4932352583;Titanhammer m. Hickorystiel Stiletto Ti14MC-H18, 457 mm lang, gerippt Milwaukee;44,8;16,5;3,5;0,75;6992FF
4932352584;Titanhammer m. Hickorystiel Stiletto Ti14SC-H18, 457 mm lang, glatt Milwaukee;46;16;4;0,76;6993FF
4932479892;Stechbeitel 6 mm Milwaukee;33,5;7,5;4;0,3;6994FF
4932479893;Stechbeitel 12 mm Milwaukee;33,4;7,2;3,8;0,34;6995FF
4932479894;Stechbeitel 18 mm Milwaukee;33,5;7,5;4;0,37;6996FF
4932479895;Stechbeitel 25 mm Milwaukee;33,3;7,2;3,8;0,41;6997FF
4932479896;Stechbeitel 31 mm Milwaukee;3,6;7,3;33,4;0,44;6998FF
4932479897;Stechbeitel-Set 4-teilig Milwaukee;32,5;18,5;4;1,35;6999FF
4932478621;Innensechskantschlüssel-Satz metrisch 9-teilig: 1.5, 2, 2.5, 3, 4, 5, 6, 8, 10 mm Milwaukee;4;14,5;30,5;0,5;7000FF
4932492409;Innensechskantschlüssel 1.5 mm Milwaukee;8,8;19;1,6;0,04;7001FF
4932492410;Innensechskantschlüssel 2 mm Milwaukee;16;22;1,6;0,03;7002FF
4932492411;Innensechskantschlüssel 2.5 mm Milwaukee;20;9;0,7;0,04;7003FF
4932492412;Innensechskantschlüssel 3 mm Milwaukee;10,1;21,9;1,4;0,05;7004FF
4932492413;Innensechskantschlüssel 4 mm Milwaukee;9;0,3;23,9;0,05;7005FF
4932492414;Innensechskantschlüssel 5 mm Milwaukee;9;29,6;0,8;0,06;7006FF
4932492415;Innensechskantschlüssel 6 mm Milwaukee;8,7;27,6;2;0,07;7007FF
4932492416;Innensechskantschlüssel 8 mm Milwaukee;9,6;30,4;2,2;0,14;7008FF
4932492417;Innensechskantschlüssel 10 mm Milwaukee;9,7;33,3;2,4;0,2;7009FF
4932492399;Kompakt-Innensechskantschlüssel 9-teilig: 1.5, 2, 2.5, 3, 4, 5, 6, 8, 10 mm Milwaukee;14,5;4;20;0,31;7010FF
4932492400;Kompakt-Innensechskantschlüssel 1.5 mm Milwaukee;9,6;16,8;1,6;0,04;7011FF
4932492401;Kompakt-Innensechskantschlüssel 2 mm Milwaukee;4;16;9;0,04;7012FF
4932492402;Kompakt-Innensechskantschlüssel 2.5 mm Milwaukee;13;9;0,7;0,04;7013FF
4932492403;Kompakt-Innensechskantschlüssel 3 mm Milwaukee;9,9;16,4;1,4;0,03;7014FF
4932492404;Kompakt-Innensechskantschlüssel 4 mm Milwaukee;10,1;17,1;1,2;0,04;7015FF
4932492405;Kompakt-Innensechskantschlüssel 5 mm Milwaukee;18,4;12,3;0,8;0,05;7016FF
4932492406;Kompakt-Innensechskantschlüssel 6 mm Milwaukee;10,2;19,2;2,4;0,07;7017FF
4932492407;Kompakt-Innensechskantschlüssel 8 mm Milwaukee;9,2;26,6;2,2;0,09;7018FF
4932492408;Kompakt-Innensechskantschlüssel 10 mm Milwaukee;9,1;21,7;2,1;0,13;7019FF
4932492693;Winkelschlüssel TX Set 9-teilig Milwaukee;14,2;8,4;5;0,33;7020FF
4932492694;Winkelschlüssel TX TX8 Milwaukee;16;5,7;1,2;0,01;7021FF
4932492695;Winkelschlüssel TX TX9 Milwaukee;15;6,2;2,3;0,09;7022FF
4932492696;Winkelschlüssel TX TX10 Milwaukee;15,1;6,2;2,3;0,09;7023FF
4932492697;Winkelschlüssel TX TX15 Milwaukee;15,2;6,2;2,3;0,1;7024FF
4932492698;Winkelschlüssel TX TX20 Milwaukee;8,5;30,6;1,2;0,02;7025FF
4932492699;Winkelschlüssel TX TX25 Milwaukee;15,4;6,2;2,3;0,12;7026FF
4932492700;Winkelschlüssel TX TX27 Milwaukee;15,5;6,2;2,3;0,14;7027FF
4932492701;Winkelschlüssel TX TX30 Milwaukee;26,2;11,1;2,2;0,06;7028FF
4932492702;Winkelschlüssel TX TX40 Milwaukee;16,1;6,2;2,3;0,15;7029FF
4932492703;Kompakt-Winkelschlüssel TX Set 9-teilig Milwaukee;14;7,9;3,6;0,22;7030FF
4932492704;Kompakt-Winkelschlüssel TX TX8 Milwaukee;14;6,2;2,3;0,03;7031FF
4932492705;Kompakt-Winkelschlüssel TX TX9 Milwaukee;14,1;6,2;2,3;0,04;7032FF
4932492706;Kompakt-Winkelschlüssel TX TX10 Milwaukee;14,2;6,2;2,3;0,05;7033FF
4932492707;Kompakt-Winkelschlüssel TX TX15 Milwaukee;14,3;6,2;2,3;0,05;7034FF
4932492708;Kompakt-Winkelschlüssel TX TX20 Milwaukee;14,4;6,2;2,3;0,06;7035FF
4932492709;Kompakt-Winkelschlüssel TX TX25 Milwaukee;14,5;6,2;2,3;0,06;7036FF
4932492710;Kompakt-Winkelschlüssel TX TX27 Milwaukee;14,6;6,2;2,3;0,07;7037FF
4932492711;Kompakt-Winkelschlüssel TX TX30 Milwaukee;14,7;6,2;2,3;0,07;7038FF
4932492712;Kompakt-Winkelschlüssel TX TX40 Milwaukee;14,8;6,2;2,3;0,08;7039FF
4932493615;Innensechskantschlüssel Set imperial 13-teilig Milwaukee;14,2;8,4;5;0,52;7040FF
4932480978;Klappschlüssel-Set Innensechskant 1.5, 2, 2.5, 3, 4, 5, 6, 8 mm Milwaukee;1,6;1,7;3,1;0,26;7041FF
4932480979;Klappschlüssel-Set TX TX9, TX10, TX15, TX20, TX25, TX27, TX30, TX40 Milwaukee;5;19,5;9,2;0,28;7042FF
4932493614;Klappschlüssel-Set Innensechskant imperial 9-teilig Milwaukee;9,5;3,6;1,5;0,2;7043FF
4932471773;Schraubendreher Tri-Lobe SL 0,4 x 2 x 65 mm Milwaukee;17,5;3;3;0,05;7044FF
4932471774;Schraubendreher Tri-Lobe SL 0,4 x 2,5 x 75 mm Milwaukee;18,2;20,7;2,3;0,05;7045FF
4932471775;Schraubendreher Tri-Lobe SL 0,5 x 3 x 75 mm Milwaukee;18,5;3;3;0,05;7046FF
4932471776;Schraubendreher Tri-Lobe SL 0,5 x 3 x 150 mm Milwaukee;28,5;4,4;4,3;0,08;7047FF
4932471777;Schraubendreher Tri-Lobe SL 0,6 x 3,5 x 100 mm Milwaukee;20,5;2;3;0,06;7048FF
4932471778;Schraubendreher Tri-Lobe SL 0,8 x 4 x 100 mm Milwaukee;60;2,8;3;0,06;7049FF
4932471779;Schraubendreher Tri-Lobe SL 1,0 x 5,5 x 125 mm Milwaukee;26,5;4,5;4;0,08;7050FF
4932471780;Schraubendreher Tri-Lobe SL 1,2 x 6,5 x 45 mm Milwaukee;11;47;37;0,06;7051FF
